art1,name1,size1,art2,name2,qty2,art3,name3,qty3,price,total
OP301,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.180 H.113 2 БОКОВИНЫ,"180х2,5х113",CX2301,1 экран OP древесина + ткань 180x152x25 2 стороны,,BAU FER 008,Гайка квадратная M6  9x15,2,1.26,88
OP301,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.180 H.113 2 БОКОВИНЫ,"180х2,5х113",CX2301,1 экран OP древесина + ткань 180x152x25 2 стороны,,BAU FER 007,Регулятор уровня  M6x16-8x diam.20,2,0.36,25
OP301,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.180 H.113 2 БОКОВИНЫ,"180х2,5х113",CX2301,1 экран OP древесина + ткань 180x152x25 2 стороны,,Винт,Самонарезающий винт 3x40,2,0,0
OP301,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.180 H.113 2 БОКОВИНЫ,"180х2,5х113",CX2301,1 экран OP древесина + ткань 180x152x25 2 стороны,,Вилка,Вилка из дерева 8x30,2,0,0
OP301,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.180 H.113 2 БОКОВИНЫ,"180х2,5х113",CX2301,1 экран OP древесина + ткань 180x152x25 2 стороны,,BAU OPL 061.2,Низкая панель H.772x1792 OP перфорированная 2 стороны,1,0,0
OP301,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.180 H.113 2 БОКОВИНЫ,"180х2,5х113",CX2301,1 экран OP древесина + ткань 180x152x25 2 стороны,,BAU OPT 001,pannello rivestito x rettangolo intermedio OP H.285x1792,1,0,0
OP301,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.180 H.113 2 БОКОВИНЫ,"180х2,5х113",CX2301,1 экран OP древесина + ткань 180x152x25 2 стороны,,BAU OPT 001.G,pannello da rivestire x rettangolo intermedio OP H.281x1788,1,0,0
OP301,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.180 H.113 2 БОКОВИНЫ,"180х2,5х113",CX2301,1 экран OP древесина + ткань 180x152x25 2 стороны,,Ткань,Ткань,1,0,0
OP302,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.170 H.113 2 БОКОВИНЫ,"170х2,5х113",CX2302,1 экран OP древесина + ткань 170x152x25 2 стороны,1,BAU ALL 001.1122,Стойка DX/SX для OP H.1135,2,0,0
OP302,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.170 H.113 2 БОКОВИНЫ,"170х2,5х113",CX2302,1 экран OP древесина + ткань 170x152x25 2 стороны,,BAU ALL 001,Алюминиевый профиль под открытые панели,1,0,0
OP302,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.170 H.113 2 БОКОВИНЫ,"170х2,5х113",CX2302,1 экран OP древесина + ткань 170x152x25 2 стороны,,BAU ALL 002.1692,Tраверс H.28.8 нижн./верх. под ОР/экраны L.1700,2,0,0
OP302,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.170 H.113 2 БОКОВИНЫ,"170х2,5х113",CX2302,1 экран OP древесина + ткань 170x152x25 2 стороны,,BAU ALL 002,Профиль алюминиевый верхний горизонтальный под открытые панели,1,0,0
OP302,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.170 H.113 2 БОКОВИНЫ,"170х2,5х113",CX2302,1 экран OP древесина + ткань 170x152x25 2 стороны,,BAU ALL 003.1692.I,"Траверс H.11,2 промежуточный для OP L.1700",1,0,0
OP302,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.170 H.113 2 БОКОВИНЫ,"170х2,5х113",CX2302,1 экран OP древесина + ткань 170x152x25 2 стороны,,BAU ALL 003,PROF.ALL. FIANCO SCRIVANIA,1,0,0
OP302,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.170 H.113 2 БОКОВИНЫ,"170х2,5х113",CX2302,1 экран OP древесина + ткань 170x152x25 2 стороны,,BAU PLA 001,Крепление под 90° для алюминиевой рамы под открытые панели,2,0.2,14
OP302,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.170 H.113 2 БОКОВИНЫ,"170х2,5х113",CX2302,1 экран OP древесина + ткань 170x152x25 2 стороны,,BAU FER 006,Винт для крепления алюминиевой рамы под открытые панели 9х12,4,1.76,123
OP302,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.170 H.113 2 БОКОВИНЫ,"170х2,5х113",CX2302,1 экран OP древесина + ткань 170x152x25 2 стороны,,BAU FER 009,Бочонок соединение system 10x10,4,0,0
OP302,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.170 H.113 2 БОКОВИНЫ,"170х2,5х113",CX2302,1 экран OP древесина + ткань 170x152x25 2 стороны,,BAU FER 003,Винт sensa testa x бочонок 10x10,4,0,0
OP302,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.170 H.113 2 БОКОВИНЫ,"170х2,5х113",CX2302,1 экран OP древесина + ткань 170x152x25 2 стороны,,BAU FER 008,Гайка квадратная M6  9x15,2,1.26,88
OP302,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.170 H.113 2 БОКОВИНЫ,"170х2,5х113",CX2302,1 экран OP древесина + ткань 170x152x25 2 стороны,,BAU FER 007,Регулятор уровня  M6x16-8x diam.20,2,0.36,25
OP302,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.170 H.113 2 БОКОВИНЫ,"170х2,5х113",CX2302,1 экран OP древесина + ткань 170x152x25 2 стороны,,Винт,Самонарезающий винт 3x40,2,0,0
OP302,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.170 H.113 2 БОКОВИНЫ,"170х2,5х113",CX2302,1 экран OP древесина + ткань 170x152x25 2 стороны,,Вилка,Вилка из дерева 8x30,2,0,0
OP302,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.170 H.113 2 БОКОВИНЫ,"170х2,5х113",CX2302,1 экран OP древесина + ткань 170x152x25 2 стороны,,BAU OPL 062.2,Низкая панель H.772x1692 OP перфорированная 2 стороны,1,0,0
OP302,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.170 H.113 2 БОКОВИНЫ,"170х2,5х113",CX2302,1 экран OP древесина + ткань 170x152x25 2 стороны,,BAU OPT 002,pannello rivestito x rettangolo intermedio OP H.285x1692,1,0,0
OP302,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.170 H.113 2 БОКОВИНЫ,"170х2,5х113",CX2302,1 экран OP древесина + ткань 170x152x25 2 стороны,,BAU OPT 002.G,pannello da rivestire x rettangolo intermedio OP H.281x1688,1,0,0
OP302,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.170 H.113 2 БОКОВИНЫ,"170х2,5х113",CX2302,1 экран OP древесина + ткань 170x152x25 2 стороны,,Ткань,Ткань,1,0,0
OP303,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.160 H.113 2 БОКОВИНЫ,"160х2,5х113",CX2303,1 экран OP древесина + ткань 160x152x25 2 стороны,1,BAU ALL 001.1122,Стойка DX/SX для OP H.1135,2,0,0
OP303,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.160 H.113 2 БОКОВИНЫ,"160х2,5х113",CX2303,1 экран OP древесина + ткань 160x152x25 2 стороны,,BAU ALL 001,Алюминиевый профиль под открытые панели,1,0,0
OP303,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.160 H.113 2 БОКОВИНЫ,"160х2,5х113",CX2303,1 экран OP древесина + ткань 160x152x25 2 стороны,,BAU ALL 002.1592,Tраверс H.28.8 нижн./верх. под ОР/экраны L.1600,2,0,0
OP303,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.160 H.113 2 БОКОВИНЫ,"160х2,5х113",CX2303,1 экран OP древесина + ткань 160x152x25 2 стороны,,BAU ALL 002,Профиль алюминиевый верхний горизонтальный под открытые панели,1,0,0
OP303,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.160 H.113 2 БОКОВИНЫ,"160х2,5х113",CX2303,1 экран OP древесина + ткань 160x152x25 2 стороны,,BAU ALL 003.1592.I,"Траверс H.11,2 промежуточный для OP L.1600",1,0,0
OP303,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.160 H.113 2 БОКОВИНЫ,"160х2,5х113",CX2303,1 экран OP древесина + ткань 160x152x25 2 стороны,,BAU ALL 003,PROF.ALL. FIANCO SCRIVANIA,1,0,0
OP303,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.160 H.113 2 БОКОВИНЫ,"160х2,5х113",CX2303,1 экран OP древесина + ткань 160x152x25 2 стороны,,BAU PLA 001,Крепление под 90° для алюминиевой рамы под открытые панели,2,0.2,14
OP303,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.160 H.113 2 БОКОВИНЫ,"160х2,5х113",CX2303,1 экран OP древесина + ткань 160x152x25 2 стороны,,BAU FER 006,Винт для крепления алюминиевой рамы под открытые панели 9х12,4,1.76,123
OP303,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.160 H.113 2 БОКОВИНЫ,"160х2,5х113",CX2303,1 экран OP древесина + ткань 160x152x25 2 стороны,,BAU FER 009,Бочонок соединение system 10x10,4,0,0
OP303,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.160 H.113 2 БОКОВИНЫ,"160х2,5х113",CX2303,1 экран OP древесина + ткань 160x152x25 2 стороны,,BAU FER 003,Винт sensa testa x бочонок 10x10,4,0,0
OP303,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.160 H.113 2 БОКОВИНЫ,"160х2,5х113",CX2303,1 экран OP древесина + ткань 160x152x25 2 стороны,,BAU FER 008,Гайка квадратная M6  9x15,2,1.26,88
OP303,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.160 H.113 2 БОКОВИНЫ,"160х2,5х113",CX2303,1 экран OP древесина + ткань 160x152x25 2 стороны,,BAU FER 007,Регулятор уровня  M6x16-8x diam.20,2,0.36,25
OP303,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.160 H.113 2 БОКОВИНЫ,"160х2,5х113",CX2303,1 экран OP древесина + ткань 160x152x25 2 стороны,,Винт,Самонарезающий винт 3x40,2,0,0
OP303,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.160 H.113 2 БОКОВИНЫ,"160х2,5х113",CX2303,1 экран OP древесина + ткань 160x152x25 2 стороны,,Вилка,Вилка из дерева 8x30,2,0,0
OP303,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.160 H.113 2 БОКОВИНЫ,"160х2,5х113",CX2303,1 экран OP древесина + ткань 160x152x25 2 стороны,,BAU OPL 063.2,Низкая панель H.772x1592 OP перфорированная 2 стороны,1,0,0
OP303,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.160 H.113 2 БОКОВИНЫ,"160х2,5х113",CX2303,1 экран OP древесина + ткань 160x152x25 2 стороны,,BAU OPT 003,pannello rivestito x rettangolo intermedio OP H.285x1592,1,0,0
OP303,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.160 H.113 2 БОКОВИНЫ,"160х2,5х113",CX2303,1 экран OP древесина + ткань 160x152x25 2 стороны,,BAU OPT 003.G,pannello da rivestire x rettangolo intermedio OP H.281x1588,1,0,0
OP303,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.160 H.113 2 БОКОВИНЫ,"160х2,5х113",CX2303,1 экран OP древесина + ткань 160x152x25 2 стороны,,Ткань,Ткань,1,0,0
OP304,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.150 H.113 2 БОКОВИНЫ,"150х2,5х113",CX2304,1 экран OP древесина + ткань 150x152x25 2 стороны,1,BAU ALL 001.1122,Стойка DX/SX для OP H.1135,2,0,0
OP304,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.150 H.113 2 БОКОВИНЫ,"150х2,5х113",CX2304,1 экран OP древесина + ткань 150x152x25 2 стороны,,BAU ALL 001,Алюминиевый профиль под открытые панели,1,0,0
OP304,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.150 H.113 2 БОКОВИНЫ,"150х2,5х113",CX2304,1 экран OP древесина + ткань 150x152x25 2 стороны,,BAU ALL 002.1492,Tраверс H.28.8 нижн./верх. под ОР/экраны L.1500,2,0,0
OP304,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.150 H.113 2 БОКОВИНЫ,"150х2,5х113",CX2304,1 экран OP древесина + ткань 150x152x25 2 стороны,,BAU ALL 002,Профиль алюминиевый верхний горизонтальный под открытые панели,1,0,0
OP304,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.150 H.113 2 БОКОВИНЫ,"150х2,5х113",CX2304,1 экран OP древесина + ткань 150x152x25 2 стороны,,BAU ALL 003.1492.I,"Траверс H.11,2 промежуточный для OP L.1500",1,0,0
OP304,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.150 H.113 2 БОКОВИНЫ,"150х2,5х113",CX2304,1 экран OP древесина + ткань 150x152x25 2 стороны,,BAU ALL 003,PROF.ALL. FIANCO SCRIVANIA,1,0,0
OP304,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.150 H.113 2 БОКОВИНЫ,"150х2,5х113",CX2304,1 экран OP древесина + ткань 150x152x25 2 стороны,,BAU PLA 001,Крепление под 90° для алюминиевой рамы под открытые панели,2,0.2,14
OP304,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.150 H.113 2 БОКОВИНЫ,"150х2,5х113",CX2304,1 экран OP древесина + ткань 150x152x25 2 стороны,,BAU FER 006,Винт для крепления алюминиевой рамы под открытые панели 9х12,4,1.76,123
OP304,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.150 H.113 2 БОКОВИНЫ,"150х2,5х113",CX2304,1 экран OP древесина + ткань 150x152x25 2 стороны,,BAU FER 009,Бочонок соединение system 10x10,4,0,0
OP304,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.150 H.113 2 БОКОВИНЫ,"150х2,5х113",CX2304,1 экран OP древесина + ткань 150x152x25 2 стороны,,BAU FER 003,Винт sensa testa x бочонок 10x10,4,0,0
OP304,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.150 H.113 2 БОКОВИНЫ,"150х2,5х113",CX2304,1 экран OP древесина + ткань 150x152x25 2 стороны,,BAU FER 008,Гайка квадратная M6  9x15,2,1.26,88
OP304,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.150 H.113 2 БОКОВИНЫ,"150х2,5х113",CX2304,1 экран OP древесина + ткань 150x152x25 2 стороны,,BAU FER 007,Регулятор уровня  M6x16-8x diam.20,2,0.36,25
OP304,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.150 H.113 2 БОКОВИНЫ,"150х2,5х113",CX2304,1 экран OP древесина + ткань 150x152x25 2 стороны,,Винт,Самонарезающий винт 3x40,2,0,0
OP304,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.150 H.113 2 БОКОВИНЫ,"150х2,5х113",CX2304,1 экран OP древесина + ткань 150x152x25 2 стороны,,Вилка,Вилка из дерева 8x30,2,0,0
OP304,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.150 H.113 2 БОКОВИНЫ,"150х2,5х113",CX2304,1 экран OP древесина + ткань 150x152x25 2 стороны,,BAU OPL 064.2,Низкая панель H.772x1492 OP перфорированная 2 стороны,1,0,0
OP304,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.150 H.113 2 БОКОВИНЫ,"150х2,5х113",CX2304,1 экран OP древесина + ткань 150x152x25 2 стороны,,BAU OPT 004,pannello rivestito x rettangolo intermedio OP H.285x1492,1,0,0
OP304,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.150 H.113 2 БОКОВИНЫ,"150х2,5х113",CX2304,1 экран OP древесина + ткань 150x152x25 2 стороны,,BAU OPT 004.G,pannello da rivestire x rettangolo intermedio OP H.281x1488,1,0,0
OP304,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.150 H.113 2 БОКОВИНЫ,"150х2,5х113",CX2304,1 экран OP древесина + ткань 150x152x25 2 стороны,,Ткань,Ткань,1,0,0
OP305,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.140 H.113 2 БОКОВИНЫ,"140х2,5х113",CX2305,1 экран OP древесина + ткань 140x152x25 2 стороны,1,BAU ALL 001.1122,Стойка DX/SX для OP H.1135,2,0,0
OP305,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.140 H.113 2 БОКОВИНЫ,"140х2,5х113",CX2305,1 экран OP древесина + ткань 140x152x25 2 стороны,,BAU ALL 001,Алюминиевый профиль под открытые панели,1,0,0
OP305,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.140 H.113 2 БОКОВИНЫ,"140х2,5х113",CX2305,1 экран OP древесина + ткань 140x152x25 2 стороны,,BAU ALL 002.1392,Tраверс H.28.8 нижн./верх. под ОР/экраны L.1400,2,0,0
OP305,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.140 H.113 2 БОКОВИНЫ,"140х2,5х113",CX2305,1 экран OP древесина + ткань 140x152x25 2 стороны,,BAU ALL 002,Профиль алюминиевый верхний горизонтальный под открытые панели,1,0,0
OP305,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.140 H.113 2 БОКОВИНЫ,"140х2,5х113",CX2305,1 экран OP древесина + ткань 140x152x25 2 стороны,,BAU ALL 003.1392.I,"Траверс H.11,2 промежуточный для OP L.1400",1,0,0
OP305,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.140 H.113 2 БОКОВИНЫ,"140х2,5х113",CX2305,1 экран OP древесина + ткань 140x152x25 2 стороны,,BAU ALL 003,PROF.ALL. FIANCO SCRIVANIA,1,0,0
OP305,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.140 H.113 2 БОКОВИНЫ,"140х2,5х113",CX2305,1 экран OP древесина + ткань 140x152x25 2 стороны,,BAU PLA 001,Крепление под 90° для алюминиевой рамы под открытые панели,2,0.2,14
OP305,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.140 H.113 2 БОКОВИНЫ,"140х2,5х113",CX2305,1 экран OP древесина + ткань 140x152x25 2 стороны,,BAU FER 006,Винт для крепления алюминиевой рамы под открытые панели 9х12,4,1.76,123
OP305,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.140 H.113 2 БОКОВИНЫ,"140х2,5х113",CX2305,1 экран OP древесина + ткань 140x152x25 2 стороны,,BAU FER 009,Бочонок соединение system 10x10,4,0,0
OP305,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.140 H.113 2 БОКОВИНЫ,"140х2,5х113",CX2305,1 экран OP древесина + ткань 140x152x25 2 стороны,,BAU FER 003,Винт sensa testa x бочонок 10x10,4,0,0
OP305,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.140 H.113 2 БОКОВИНЫ,"140х2,5х113",CX2305,1 экран OP древесина + ткань 140x152x25 2 стороны,,BAU FER 008,Гайка квадратная M6  9x15,2,1.26,88
OP305,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.140 H.113 2 БОКОВИНЫ,"140х2,5х113",CX2305,1 экран OP древесина + ткань 140x152x25 2 стороны,,BAU FER 007,Регулятор уровня  M6x16-8x diam.20,2,0.36,25
OP305,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.140 H.113 2 БОКОВИНЫ,"140х2,5х113",CX2305,1 экран OP древесина + ткань 140x152x25 2 стороны,,Винт,Самонарезающий винт 3x40,2,0,0
OP305,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.140 H.113 2 БОКОВИНЫ,"140х2,5х113",CX2305,1 экран OP древесина + ткань 140x152x25 2 стороны,,Вилка,Вилка из дерева 8x30,2,0,0
OP305,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.140 H.113 2 БОКОВИНЫ,"140х2,5х113",CX2305,1 экран OP древесина + ткань 140x152x25 2 стороны,,BAU OPL 065.2,Низкая панель H.772x1392 OP перфорированная 2 стороны,1,0,0
OP305,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.140 H.113 2 БОКОВИНЫ,"140х2,5х113",CX2305,1 экран OP древесина + ткань 140x152x25 2 стороны,,BAU OPT 005,pannello rivestito x rettangolo intermedio OP H.285x1392,1,0,0
OP305,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.140 H.113 2 БОКОВИНЫ,"140х2,5х113",CX2305,1 экран OP древесина + ткань 140x152x25 2 стороны,,BAU OPT 005.G,pannello da rivestire x rettangolo intermedio OP H.281x1388,1,0,0
OP305,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.140 H.113 2 БОКОВИНЫ,"140х2,5х113",CX2305,1 экран OP древесина + ткань 140x152x25 2 стороны,,Ткань,Ткань,1,0,0
OP307,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.120 H.113 2 БОКОВИНЫ,"120х2,5х113",CX2307,1 экран OP древесина + ткань 120x152x25 2 стороны,1,BAU ALL 001.1122,Стойка DX/SX для OP H.1135,2,0,0
OP307,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.120 H.113 2 БОКОВИНЫ,"120х2,5х113",CX2307,1 экран OP древесина + ткань 120x152x25 2 стороны,,BAU ALL 001,Алюминиевый профиль под открытые панели,1,0,0
OP307,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.120 H.113 2 БОКОВИНЫ,"120х2,5х113",CX2307,1 экран OP древесина + ткань 120x152x25 2 стороны,,BAU ALL 002.1192,Tраверс H.28.8 нижн./верх. под OP/экраны L.1200,2,0,0
OP307,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.120 H.113 2 БОКОВИНЫ,"120х2,5х113",CX2307,1 экран OP древесина + ткань 120x152x25 2 стороны,,BAU ALL 002,Профиль алюминиевый верхний горизонтальный под открытые панели,1,0,0
OP307,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.120 H.113 2 БОКОВИНЫ,"120х2,5х113",CX2307,1 экран OP древесина + ткань 120x152x25 2 стороны,,BAU ALL 003.1192.I,"Траверс H.11,2 промежуточный для OP L.1200",1,0,0
OP307,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.120 H.113 2 БОКОВИНЫ,"120х2,5х113",CX2307,1 экран OP древесина + ткань 120x152x25 2 стороны,,BAU ALL 003,PROF.ALL. FIANCO SCRIVANIA,1,0,0
OP307,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.120 H.113 2 БОКОВИНЫ,"120х2,5х113",CX2307,1 экран OP древесина + ткань 120x152x25 2 стороны,,BAU PLA 001,Крепление под 90° для алюминиевой рамы под открытые панели,2,0.2,14
OP307,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.120 H.113 2 БОКОВИНЫ,"120х2,5х113",CX2307,1 экран OP древесина + ткань 120x152x25 2 стороны,,BAU FER 006,Винт для крепления алюминиевой рамы под открытые панели 9х12,4,1.76,123
OP307,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.120 H.113 2 БОКОВИНЫ,"120х2,5х113",CX2307,1 экран OP древесина + ткань 120x152x25 2 стороны,,BAU FER 009,Бочонок соединение system 10x10,4,0,0
OP307,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.120 H.113 2 БОКОВИНЫ,"120х2,5х113",CX2307,1 экран OP древесина + ткань 120x152x25 2 стороны,,BAU FER 003,Винт sensa testa x бочонок 10x10,4,0,0
OP307,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.120 H.113 2 БОКОВИНЫ,"120х2,5х113",CX2307,1 экран OP древесина + ткань 120x152x25 2 стороны,,BAU FER 008,Гайка квадратная M6  9x15,2,1.26,88
OP307,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.120 H.113 2 БОКОВИНЫ,"120х2,5х113",CX2307,1 экран OP древесина + ткань 120x152x25 2 стороны,,BAU FER 007,Регулятор уровня  M6x16-8x diam.20,2,0.36,25
OP307,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.120 H.113 2 БОКОВИНЫ,"120х2,5х113",CX2307,1 экран OP древесина + ткань 120x152x25 2 стороны,,Винт,Самонарезающий винт 3x40,2,0,0
OP307,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.120 H.113 2 БОКОВИНЫ,"120х2,5х113",CX2307,1 экран OP древесина + ткань 120x152x25 2 стороны,,Вилка,Вилка из дерева 8x30,2,0,0
OP307,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.120 H.113 2 БОКОВИНЫ,"120х2,5х113",CX2307,1 экран OP древесина + ткань 120x152x25 2 стороны,,BAU OPL 067.2,Низкая панель H.772x1192 OP перфорированная 2 стороны,1,0,0
OP307,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.120 H.113 2 БОКОВИНЫ,"120х2,5х113",CX2307,1 экран OP древесина + ткань 120x152x25 2 стороны,,BAU OPT 007,pannello rivestito x rettangolo intermedio OP H.285x1192,1,0,0
OP307,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.120 H.113 2 БОКОВИНЫ,"120х2,5х113",CX2307,1 экран OP древесина + ткань 120x152x25 2 стороны,,BAU OPT 007.G,pannello da rivestire x rettangolo intermedio OP H.281x1188,1,0,0
OP307,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.120 H.113 2 БОКОВИНЫ,"120х2,5х113",CX2307,1 экран OP древесина + ткань 120x152x25 2 стороны,,Ткань,Ткань,1,0,0
OP309,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.90 H.113 2 БОКОВИНЫ,"90х2,5х113",CX2309,1 экран OP древесина + ткань 90x152x25 2 стороны,1,BAU ALL 001.1122,Стойка DX/SX для OP H.1135,2,0,0
OP309,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.90 H.113 2 БОКОВИНЫ,"90х2,5х113",CX2309,1 экран OP древесина + ткань 90x152x25 2 стороны,,BAU ALL 001,Алюминиевый профиль под открытые панели,1,0,0
OP309,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.90 H.113 2 БОКОВИНЫ,"90х2,5х113",CX2309,1 экран OP древесина + ткань 90x152x25 2 стороны,,BAU ALL 002.892,Tраверс H.28.8 нижн./верх. под ОР/экраны L.900,2,0,0
OP309,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.90 H.113 2 БОКОВИНЫ,"90х2,5х113",CX2309,1 экран OP древесина + ткань 90x152x25 2 стороны,,BAU ALL 002,Профиль алюминиевый верхний горизонтальный под открытые панели,1,0,0
OP309,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.90 H.113 2 БОКОВИНЫ,"90х2,5х113",CX2309,1 экран OP древесина + ткань 90x152x25 2 стороны,,BAU ALL 003.892.I,"Траверс H.11,2 промежуточный для OP L.900",1,0,0
OP309,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.90 H.113 2 БОКОВИНЫ,"90х2,5х113",CX2309,1 экран OP древесина + ткань 90x152x25 2 стороны,,BAU ALL 003,PROF.ALL. FIANCO SCRIVANIA,1,0,0
OP309,ЭКРАН ИЗ ДЕРЕВА + ТКАНЬ L.90 H.113 2 БОКОВИНЫ,"90х2,5х113",CX2309,1 экран OP древесина + ткань 90x152x25 2 стороны,,BAU PLA 001,Крепление под 90° для алюминиевой рамы под открытые панели,2,0.2,14
